competition_id,team_id,team_market,team_name,conference_id,player_id,player_name,class_year,position,height,status,next_team_id,next_team_market,prior_team_id,prior_team_market,is_transfer,is_draft_prospect,will_transfer,in_portal_after_season,games_played,games_started,minutes,possessions,points,field_goal_attempts,free_throw_attempts,assists,offensive_rebounds,defensive_rebounds,rebounds,steals,blocks,turnovers,personal_fouls,usage_pct,ortg_player,drtg_player,effective_fg_pct,true_shooting_pct,assist_pct,offensive_rebound_pct,defensive_rebound_pct,rebound_pct,steal_pct,block_pct,turnover_pct,per,warp,warp_per_40,win_shares,offensive_win_shares,defensive_win_shares,win_shares_per_40,rapm,offensive_rapm,defensive_rapm
41097,103553,East Carolina,Pirates,17,2110975,Eli DeLaurier,Sophomore,F,82,probable_returner,,,104112,Providence,True,False,False,False,22,9,337.12,572.944,111.0,99,21,8,18,35,53,7,6,24,59,0.19565,95.84,114.78,0.46465,0.51294,0.04903,0.05871,0.11673,0.0874,0.01225,0.01957,0.18149,8.8739,-0.90711,-0.1076,0.266,-0.0321,0.2981,0.0316,0.19,-0.912,1.102
41097,103553,East Carolina,Pirates,17,2268708,Jayshayne Woodard,Senior,G,79,senior_eligibility_review,,,103553,East Carolina,False,False,False,False,4,2,50.45,89.619,12.0,8,8,5,1,4,5,1,2,5,4,0.15364,88.71,115.38,0.4375,0.52174,0.16266,0.02059,0.09758,0.05584,0.01121,0.04344,0.30266,7.7899,-0.07681,-0.0609,0.0092,-0.0327,0.0419,0.0073,0.414,0.129,0.285
41097,103553,East Carolina,Pirates,17,2268711,Ladontae Felton,Freshman,G,74,in_portal_uncommitted_or_pending,,,103553,East Carolina,False,False,False,True,3,0,6.65,11.595,2.0,2,2,0,0,0,0,0,0,0,1,0.19955,90.42,123.62,0,0.34483,0,0,0,0,0,0,0,0.3074,-0.04002,-0.2407,-0.0029,-0.0035,0.0006,-0.0173,,,
41097,103553,East Carolina,Pirates,17,2268712,Tybo Bailey,Sophomore,G,74,in_portal_uncommitted_or_pending,,,103553,East Carolina,False,False,False,True,19,14,437.04,740.961,123.0,118,48,15,7,35,42,14,0,24,36,0.18463,89.29,115.87,0.38136,0.44213,0.06772,0.01716,0.09339,0.05366,0.01894,0,0.14713,5.9368,-1.1693,-0.107,0.0823,-0.2617,0.3439,0.0075,-1.844,-2.367,0.523
41097,103553,East Carolina,Pirates,17,2283650,Reid Cason,Sophomore,F,82,in_portal_uncommitted_or_pending,,,103553,East Carolina,False,False,False,True,30,12,457.07,779.852,116.0,80,38,9,39,62,101,17,30,27,65,0.13415,107.27,108.64,0.56875,0.59979,0.03813,0.09306,0.15548,0.1235,0.02199,0.07139,0.21823,14.2633,0.78867,0.069,0.9548,0.2993,0.6555,0.0836,-3.533,-2.504,-1.029
41097,103553,East Carolina,Pirates,17,2284672,Isaiah Mbeng,Sophomore,G,73,in_portal_uncommitted_or_pending,,,104476,William & Mary,True,False,False,True,30,6,687.85,1165.927,135.0,140,26,78,12,50,62,25,1,51,46,0.14586,87.63,115.66,0.42143,0.44584,0.2075,0.01903,0.08332,0.05037,0.02149,0.00158,0.25193,6.6176,-1.1831,-0.0688,0.1116,-0.4429,0.5545,0.0065,-1.987,-0.942,-1.045
41097,103553,East Carolina,Pirates,17,2329978,Luke Davis,Senior,F,80,senior_eligibility_review,,,103986,New Orleans,True,False,False,False,26,7,297.25,496.701,68.0,53,19,12,31,50,81,6,6,12,30,0.123,115.79,111.99,0.5,0.55375,0.07515,0.11425,0.19437,0.15324,0.01198,0.02198,0.16358,13.798,0.26916,0.0362,0.6719,0.3346,0.3372,0.0904,0.122,-0.45,0.572
41097,103553,East Carolina,Pirates,17,2480400,Corey Caulker,Junior,G,72,in_portal_uncommitted_or_pending,,,,,False,False,False,True,30,25,925.25,1558.811,236.0,248,40,115,5,66,71,22,1,45,61,0.16637,98.61,117.4,0.41331,0.44428,0.23621,0.00589,0.08176,0.04289,0.01406,0.00118,0.14488,8.3649,-1.41263,-0.0611,0.7153,0.1142,0.6012,0.0309,0.128,-0.289,0.417
41097,103553,East Carolina,Pirates,17,2480401,Patrick D'Arcy,Freshman,G,78,in_portal_uncommitted_or_pending,,,,,False,False,False,True,20,0,135.22,228.036,22.0,28,2,3,4,7,11,5,0,0,14,0.10511,101.31,116.48,0.35714,0.38062,0.04056,0.03144,0.06095,0.04544,0.02188,0,0,5.179,-0.07346,-0.0217,0.124,0.0249,0.099,0.0367,-1.765,-1.036,-0.729
41097,103553,East Carolina,Pirates,17,2480406,Vito Perkovic,Freshman,F,82,in_portal_uncommitted_or_pending,,,,,False,False,False,True,18,1,118.95,200.526,37.0,45,5,1,4,21,25,1,1,1,10,0.20071,94.64,113.86,0.35556,0.39195,0.01738,0.03545,0.20804,0.11694,0.005,0.00975,0.02075,7.9669,-0.19541,-0.0657,0.0934,-0.0216,0.115,0.0314,-1.474,-0.396,-1.078
41097,103561,Eastern Ill.,Panthers,15,1722238,Kooper Jacobi,Senior,F,78,senior_eligibility_review,,,103561,Eastern Ill.,False,False,False,False,30,29,1022.35,1652.225,333.0,331,83,51,72,124,196,28,9,38,59,0.21105,98.8,110.58,0.43656,0.45306,0.11568,0.08244,0.14548,0.11357,0.01693,0.01073,0.09371,13.0954,1.05455,0.0413,1.4652,0.1758,1.2894,0.0573,-4.36,-2.481,-1.879
41097,103561,Eastern Ill.,Panthers,15,1736834,Andre Washington,Senior,G,71,senior_eligibility_review,,,,,False,False,False,False,12,10,302.26,485.027,107.0,112,26,11,8,15,23,9,1,10,28,0.23604,92.75,114.39,0.39732,0.43355,0.0864,0.03081,0.0611,0.04553,0.01858,0.00433,0.07494,8.5871,-0.6389,-0.0845,0.1536,-0.1245,0.278,0.0203,-0.398,-0.048,-0.35
41097,103561,Eastern Ill.,Panthers,15,1892494,Zion Fruster,Senior,G,74,senior_eligibility_review,,,103561,Eastern Ill.,False,False,False,False,28,20,904.03,1454.992,405.0,362,107,60,10,79,89,43,2,56,46,0.27321,98.5,110.06,0.43923,0.49499,0.16494,0.01294,0.10321,0.05787,0.02955,0.00274,0.12041,14.6607,0.57067,0.0253,1.3447,0.1628,1.1819,0.0595,-0.496,-0.757,0.261
41097,103561,Eastern Ill.,Panthers,15,1933319,Preston Turner,Junior,G,77,in_portal_uncommitted_or_pending,,,,,False,False,False,True,28,8,567.55,924.073,195.0,135,48,21,3,38,41,19,4,40,37,0.18415,104.52,112.84,0.57037,0.6246,0.08076,0.00625,0.07966,0.04284,0.02072,0.00866,0.20396,11.3764,0.28349,0.02,0.9397,0.3388,0.601,0.0662,-4.516,-4.048,-0.468
41097,103561,Eastern Ill.,Panthers,15,1947536,JT Elder,Junior,G,79,probable_returner,,,,,False,False,False,False,1,0,16.98,28.396,8.0,6,0,0,0,0,0,2,0,1,1,0.23108,,105.37,0.66667,0.66667,0,0,0,0,0.06917,0,0.14286,19.0508,0.10953,0.258,,,0.0293,,-0.785,-0.703,-0.082
41097,103561,Eastern Ill.,Panthers,15,2137291,Malik Olafioye,Sophomore,G,74,in_portal_uncommitted_or_pending,,,103561,Eastern Ill.,False,False,False,True,18,2,288.75,474.335,62.0,65,20,21,5,21,26,11,3,26,36,0.1833,75,111.46,0.37692,0.42005,0.15542,0.02009,0.08644,0.05286,0.02339,0.01262,0.26052,4.0004,-1.25014,-0.1732,-0.1921,-0.5335,0.3414,-0.0266,-2.101,-0.725,-1.376
41097,103561,Eastern Ill.,Panthers,15,2324280,Nazareth Fisher,Senior,F,82,senior_eligibility_review,,,176134,Point Park,True,False,False,False,27,25,422.19,685.243,107.0,75,32,10,49,59,108,7,13,28,67,0.14644,107.07,109.49,0.56,0.60045,0.05055,0.13534,0.16507,0.15011,0.01022,0.03738,0.23915,12.965,0.06934,0.0066,0.8805,0.3069,0.5737,0.0834,-4.58,-2.783,-1.797
41097,103561,Eastern Ill.,Panthers,15,2328280,Terry McMorris,Sophomore,F,79,in_portal_uncommitted_or_pending,,,103561,Eastern Ill.,False,False,False,True,30,22,785.12,1270.288,226.0,164,107,42,40,128,168,29,34,45,55,0.17354,103.69,105.12,0.44207,0.53529,0.11391,0.05964,0.19554,0.12676,0.02283,0.05277,0.17573,15.4049,1.86564,0.095,1.7958,0.4221,1.3737,0.0915,0.186,-0.241,0.427
41097,103561,Eastern Ill.,Panthers,15,2493086,Andrew Austin,Sophomore,F,79,probable_returner,,,,,False,False,False,False,21,2,219.65,357.885,43.0,51,9,14,5,9,14,6,1,12,33,0.16521,80.05,114.91,0.37255,0.39091,0.13081,0.02753,0.04846,0.03811,0.01698,0.00558,0.17921,2.7079,-0.67773,-0.1234,-0.0764,-0.2683,0.1919,-0.0139,-1.558,-1.209,-0.349
41097,103561,Eastern Ill.,Panthers,15,2493087,Markus Blackwell,Freshman,G,74,probable_returner,,,,,False,False,False,False,20,0,324.71,524.856,87.0,84,12,15,2,13,15,5,4,17,18,0.17526,91.36,116.6,0.46429,0.48712,0.10177,0.00727,0.04755,0.02735,0.00949,0.01537,0.15995,6.4424,-0.9626,-0.1186,0.0991,-0.1352,0.2343,0.0122,-2.227,-0.083,-2.144
41097,103561,Eastern Ill.,Panthers,15,2493088,Prince Johnson,Junior,F,80,in_portal_uncommitted_or_pending,,,,,False,False,False,True,28,2,295.98,474.082,47.0,32,24,1,25,35,60,6,12,5,46,0.08595,121.29,109.7,0.46875,0.55164,0.00665,0.09935,0.14203,0.12046,0.01258,0.05046,0.10513,10.422,-0.20445,-0.0276,0.6937,0.2972,0.3965,0.0938,1.51,-0.457,1.967
41097,103561,Eastern Ill.,Panthers,15,2493093,Meechie White,Junior,G,73,in_portal_uncommitted_or_pending,,,,,False,False,False,True,30,30,925.42,1494.307,317.0,248,90,86,22,90,112,61,3,55,85,0.19698,107.68,106.76,0.48387,0.55111,0.207,0.02783,0.11665,0.0717,0.04075,0.00395,0.16054,15.7098,3.15221,0.1362,2.3675,0.8841,1.4833,0.1023,-2.572,-4.025,1.453
41097,103562,Eastern Ky.,Colonels,1,1605478,Jalen Cooper,Senior,F,79,senior_eligibility_review,,,103399,Cal St. Fullerton,True,False,False,False,23,13,542.14,915.644,184.0,140,50,21,47,104,151,20,15,35,39,0.18196,108.73,115.86,0.54643,0.5679,0.07236,0.09667,0.23449,0.16242,0.02187,0.03271,0.17766,16.9811,1.12535,0.083,0.9572,0.5307,0.4265,0.0706,-1.042,1.407,-2.449
41097,103562,Eastern Ky.,Colonels,1,1714355,Montavious Myrick,Senior,F,80,in_portal_uncommitted_or_pending,,,103562,Eastern Ky.,False,False,False,True,28,28,860.14,1437.981,326.0,212,156,42,79,112,191,22,19,43,84,0.18903,119.16,120.27,0.53302,0.5809,0.09399,0.10126,0.15893,0.12863,0.01527,0.02583,0.13286,17.674,0.46964,0.0218,2.0048,1.6669,0.3379,0.0932,-0.611,1.262,-1.873
41097,103562,Eastern Ky.,Colonels,1,1930390,Turner Buttry,Senior,G,71,senior_eligibility_review,,,103562,Eastern Ky.,False,False,False,False,30,11,806.96,1354.699,297.0,207,85,84,12,41,53,14,1,36,41,0.1737,126.58,126.28,0.5314,0.60761,0.18954,0.01626,0.06143,0.03771,0.01034,0.00146,0.12839,14.2657,0.49346,0.0245,1.7488,1.8655,-0.1167,0.0867,0.191,1.174,-0.983
41097,103562,Eastern Ky.,Colonels,1,1930395,Jackson Holt,Junior,G,76,probable_returner,,,103562,Eastern Ky.,False,False,False,False,30,11,588.07,997.588,211.0,160,19,38,14,42,56,17,1,26,43,0.16521,122.45,123.71,0.60313,0.62648,0.12151,0.02603,0.08636,0.05467,0.01722,0.002,0.13377,13.7488,0.83668,0.0569,1.117,1.067,0.0499,0.076,-2.582,-0.003,-2.579
41097,103562,Eastern Ky.,Colonels,1,2118634,Austin Ball,Junior,F,79,probable_returner,,,103641,George Mason,True,False,False,False,29,13,584.5,980.611,215.0,202,29,22,21,47,68,17,7,16,50,0.19764,109.66,122.63,0.47772,0.50047,0.0718,0.03929,0.09812,0.0671,0.0174,0.01412,0.06934,12.1041,0.10185,0.007,0.71,0.604,0.106,0.0486,-1.825,-0.778,-1.047
41097,103562,Eastern Ky.,Colonels,1,2142001,Asa White,Junior,F,81,probable_returner,,,103753,Johnson C. Smith,True,False,False,False,18,0,111.79,182.267,17.0,14,8,2,10,11,21,4,6,5,15,0.10113,100.58,118.28,0.42857,0.48571,0.03097,0.09813,0.11444,0.10605,0.0213,0.06363,0.22202,9.4275,-0.22805,-0.0816,0.0839,0.0201,0.0638,0.03,-1.857,-1.833,-0.024
41097,103562,Eastern Ky.,Colonels,1,2319679,"Juan Cranford, Jr.",Sophomore,G,76,in_portal_uncommitted_or_pending,,,104179,Saint Francis,True,False,False,True,30,27,789.31,1324.987,355.0,298,53,47,23,53,76,16,4,43,82,0.23073,111.43,124.71,0.52517,0.55244,0.11908,0.03185,0.08119,0.05528,0.01208,0.00596,0.11803,13.2474,0.21706,0.011,1.1083,1.1113,-0.0029,0.0562,-2.934,-0.013,-2.921
41097,103562,Eastern Ky.,Colonels,1,2334509,Jayden Harris,Freshman,F,79,in_portal_uncommitted_or_pending,,,103562,Eastern Ky.,False,False,False,True,27,3,303.11,506.804,156.0,139,29,11,23,40,63,5,4,10,26,0.26842,113.03,121.97,0.48201,0.51383,0.07877,0.0833,0.16256,0.12065,0.00985,0.01571,0.06182,17.9371,0.8938,0.118,0.6121,0.5393,0.0728,0.0808,0.308,1.539,-1.231
41097,103562,Eastern Ky.,Colonels,1,2334515,Yvens Paul,Junior,F,79,probable_returner,,,103562,Eastern Ky.,False,False,False,False,30,15,520.09,867.393,126.0,91,34,16,57,60,117,10,23,34,68,0.13452,106.91,120.3,0.61538,0.59434,0.05664,0.11981,0.13949,0.12915,0.01146,0.05203,0.24293,12.5224,-0.81836,-0.0629,0.545,0.3424,0.2026,0.0419,0.167,0.309,-0.142
41097,103562,Eastern Ky.,Colonels,1,2550837,Tyler Jackson,Freshman,G,74,in_portal_uncommitted_or_pending,,,,,False,False,False,True,17,9,278.67,482.753,141.0,117,33,16,9,25,34,16,6,20,32,0.26426,105.77,117.76,0.49145,0.53612,0.11963,0.03371,0.10956,0.06867,0.03351,0.02667,0.132,16.8256,0.71291,0.1023,0.454,0.2823,0.1718,0.0652,-2.345,-1.341,-1.004
41097,103562,Eastern Ky.,Colonels,1,2550852,MJ Williams,Freshman,G,70,in_portal_uncommitted_or_pending,,,,,False,False,False,True,30,20,714.15,1199.764,296.0,257,69,124,25,84,109,41,1,61,76,0.24384,109.14,117.77,0.47471,0.51496,0.33716,0.03827,0.14222,0.08763,0.03421,0.00165,0.17511,16.8638,2.54237,0.1424,1.4344,0.9943,0.4401,0.0803,1.216,0.633,0.583
41097,103562,Eastern Ky.,Colonels,1,2550853,Mason Miles,Freshman,G,74,probable_returner,,,,,False,False,False,False,4,0,1.07,1.803,0.0,1,0,0,0,0,0,0,0,0,0,0.44706,,131.12,0,0,0,0,0,0,0,0,0,-38.7871,-0.01091,-0.4079,,,-0.0006,,,,
41097,103563,Eastern Mich.,Eagles,2,1309526,Addison Patterson,Senior,G,79,senior_eligibility_review,,,104022,Northwestern St.,True,False,False,False,30,30,904.98,1513.192,412.0,308,67,77,40,118,158,34,10,71,82,0.23447,111.17,108.4,0.59091,0.61037,0.18889,0.05094,0.14745,0.09965,0.02234,0.01175,0.17382,19.0911,3.2758,0.1448,2.6724,1.3502,1.3222,0.1181,0.342,-0.801,1.143
41097,103563,Eastern Mich.,Eagles,2,1587101,John Shanu II,Senior,F,83,senior_eligibility_review,,,103563,Eastern Mich.,False,False,False,False,28,3,250.24,416.272,22.0,19,2,2,16,23,39,3,9,15,37,0.07304,79.59,111.71,0.57895,0.55276,0.01357,0.07433,0.10438,0.08953,0.00718,0.0383,0.43005,3.6295,-1.22718,-0.1962,0.1297,-0.1616,0.2913,0.0207,-1.52,-1.646,0.126
41097,103563,Eastern Mich.,Eagles,2,1909396,Cooper Smith,Senior,G,73,senior_eligibility_review,,,103563,Eastern Mich.,False,False,False,False,4,0,4.67,7.139,2.0,2,0,0,0,0,0,0,0,0,0,0.2285,,120.18,0.5,0.5,0,0,0,0,0,0,0,11.3504,-0.0242,-0.2073,,,0.0019,,,,
41097,103563,Eastern Mich.,Eagles,2,1910980,Mak Manciel,Senior,G,76,senior_eligibility_review,,,103536,Detroit Mercy,True,False,False,False,30,2,378.06,633.954,159.0,125,35,17,5,32,37,9,0,21,45,0.22177,107.08,112.76,0.532,0.56624,0.08802,0.01524,0.09572,0.05586,0.01415,0,0.13011,11.9009,0.56246,0.0595,0.7592,0.3549,0.4043,0.0803,-1.152,-1.76,0.608
41097,103563,Eastern Mich.,Eagles,2,2110071,Braelon Green,Junior,G,75,probable_returner,,,103367,Bowling Green,True,False,False,False,27,14,553.89,926.882,119.0,110,21,37,5,43,48,14,4,23,49,0.13335,97.48,112.59,0.48636,0.49916,0.1183,0.01026,0.08715,0.04894,0.01506,0.00765,0.1617,7.4594,-1.28322,-0.0927,0.618,0.0172,0.6008,0.0446,-0.98,0.774,-1.754
41097,103563,Eastern Mich.,Eagles,2,2110216,Aidan Rubio,Senior,G,79,senior_eligibility_review,,,104370,UNC Asheville,True,False,False,False,30,1,294.71,497.93,84.0,82,13,13,11,28,39,11,5,11,11,0.17401,99.09,109.9,0.46341,0.47891,0.08293,0.04301,0.10744,0.07553,0.02219,0.01804,0.11143,11.4685,0.3132,0.0425,0.438,0.047,0.391,0.0594,-1.881,-1.188,-0.693
41097,103563,Eastern Mich.,Eagles,2,2119900,Jon Sanders,Senior,G,74,senior_eligibility_review,,,104022,Northwestern St.,True,False,False,False,27,11,461.28,773.349,167.0,131,62,28,5,25,30,13,1,27,36,0.20826,102.31,113.6,0.45038,0.52748,0.11318,0.01237,0.06192,0.03713,0.01674,0.00231,0.14573,10.4188,-0.27988,-0.0243,0.6802,0.2217,0.4585,0.059,-1.476,-1.828,0.352
41097,103563,Eastern Mich.,Eagles,2,2167935,Carlos Hart,Senior,G,78,senior_eligibility_review,,,104396,Valdosta St.,True,False,False,False,17,17,560.56,947.559,232.0,175,92,46,27,65,92,20,6,38,42,0.23315,106.98,109.38,0.46286,0.53828,0.15959,0.05459,0.12863,0.09201,0.02102,0.01135,0.14991,16.1752,1.42957,0.102,1.3616,0.592,0.7696,0.0972,2.278,0.234,2.044
41097,103563,Eastern Mich.,Eagles,2,2283306,Godslove Nwabude,Sophomore,F,81,in_portal_uncommitted_or_pending,,,103563,Eastern Mich.,False,False,False,True,29,26,560.07,935.592,149.0,102,30,7,52,105,157,16,43,16,93,0.12139,126.76,102.78,0.64706,0.6467,0.02389,0.10692,0.21091,0.15952,0.01697,0.08144,0.12195,17.8844,2.36952,0.1692,2.0399,0.9387,1.1012,0.1457,0.093,0.261,-0.168
41097,103563,Eastern Mich.,Eagles,2,2302158,Mbaye N'Diaye,Sophomore,G,77,in_portal_uncommitted_or_pending,,,103563,Eastern Mich.,False,False,False,True,15,0,24.53,40.296,4.0,2,0,1,0,5,5,0,0,3,1,0.10687,,110.95,1,1,0.07417,0,0.24719,0.12013,0,0,0.6,4.975,-0.13154,-0.2145,,,0.0302,,,,
41097,103563,Eastern Mich.,Eagles,2,2311739,Mohammad Habhab,Freshman,F,81,in_portal_uncommitted_or_pending,,,103435,Central Mich.,True,False,False,True,30,30,1079.57,1808.47,425.0,387,144,93,59,190,249,26,43,68,72,0.24943,99.61,106.53,0.41085,0.4718,0.17336,0.06298,0.19902,0.13164,0.01432,0.04235,0.13118,16.2227,2.17048,0.0804,2.0788,0.3207,1.7581,0.077,-1.498,-1.255,-0.243
41097,103563,Eastern Mich.,Eagles,2,2319502,Mehki Ellison,Senior,G,72,senior_eligibility_review,,,104293,Stetson,True,False,False,False,24,4,334.57,560.678,98.0,90,20,30,6,24,30,14,0,22,27,0.18678,95.9,111.15,0.45556,0.49595,0.16997,0.0203,0.08072,0.0506,0.02481,0,0.18212,9.9749,-0.42992,-0.0514,0.3763,-0.0299,0.4062,0.045,0.517,0.651,-0.134
41097,103563,Eastern Mich.,Eagles,2,2322676,Merritt Alderink,Sophomore,F,79,in_portal_uncommitted_or_pending,,,103732,Indiana St.,True,False,False,True,24,0,162.08,273.646,40.0,43,8,3,13,22,35,5,2,10,27,0.18068,86.47,108.61,0.40698,0.43011,0.03317,0.09351,0.15656,0.1252,0.01843,0.01323,0.17693,6.9931,-0.2962,-0.0731,0.096,-0.1377,0.2337,0.0237,-1.335,-1.157,-0.178
41097,103563,Eastern Mich.,Eagles,2,2494529,Gregory Lawson,Freshman,G,75,probable_returner,,,,,False,False,False,False,27,12,480.91,803.763,192.0,169,18,17,5,20,25,7,1,17,23,0.21179,107.66,116.09,0.51775,0.54268,0.07317,0.01199,0.04752,0.02984,0.00876,0.00226,0.08767,11.4486,-0.15846,-0.0132,0.8092,0.4387,0.3705,0.0673,0.323,-1.148,1.471
41097,103567,Eastern Wash.,Eagles,61,1720215,Tyler Powell,Senior,G,77,senior_eligibility_review,,,103567,Eastern Wash.,False,False,False,False,32,17,528.33,886.406,160.0,125,22,17,12,51,63,19,5,20,59,0.14881,114.69,116.66,0.576,0.59391,0.05592,0.02836,0.12305,0.07522,0.02155,0.01092,0.1293,11.5436,0.63069,0.0477,0.966,0.5905,0.3755,0.0731,-0.168,0.665,-0.833
41097,103567,Eastern Wash.,Eagles,61,1723785,Jojo Anderson,Senior,G,72,senior_eligibility_review,,,103716,Idaho,True,False,False,False,32,8,695.62,1169.318,231.0,174,82,74,4,54,58,21,3,39,62,0.182,110.19,118.63,0.50575,0.54974,0.18593,0.00718,0.09895,0.0526,0.01809,0.00498,0.15658,12.1939,-0.25755,-0.0148,1.1336,0.7607,0.373,0.0652,-0.121,0.719,-0.84
41097,103567,Eastern Wash.,Eagles,61,1743132,Angelo Winkel,Senior,F,81,senior_eligibility_review,,,103567,Eastern Wash.,False,False,False,False,4,0,19.78,34.804,7.0,3,4,1,1,1,2,1,2,3,3,0.20615,97.28,111.08,0.66667,0.72917,0.08752,0.0662,0.06466,0.06543,0.02896,0.11049,0.3866,14.5679,0.04058,0.0821,0.0245,0.0006,0.0239,0.0495,0.333,0.262,0.071
41097,103567,Eastern Wash.,Eagles,61,1908660,Maddox Monson,Senior,G,74,senior_eligibility_review,,,103567,Eastern Wash.,False,False,False,False,17,0,35.39,61.178,8.0,10,0,1,3,2,5,2,0,1,4,0.15666,,116.23,0.4,0.4,0.04471,0.10714,0.07388,0.09079,0.0336,0,0.09091,8.3616,0.04456,0.0504,,,0.0265,,,,
41097,103567,Eastern Wash.,Eagles,61,1908672,Shaumba Ngoyi,Senior,F,81,senior_eligibility_review,,,103567,Eastern Wash.,False,False,False,False,20,0,76.08,130.276,10.0,10,6,1,6,11,17,1,1,5,14,0.11755,73.95,117.13,0.5,0.39683,0.02114,0.09983,0.18273,0.14131,0.00782,0.01477,0.28345,2.6893,-0.39942,-0.21,-0.0513,-0.1022,0.0509,-0.027,-0.756,-1.047,0.291
41097,103567,Eastern Wash.,Eagles,61,2092807,Kiree Huie,Senior,F,81,senior_eligibility_review,,,103899,Miami (FL),True,False,False,False,32,31,810.79,1362.624,409.0,304,138,26,60,106,166,15,41,62,74,0.26751,106.69,115.11,0.54276,0.56073,0.0671,0.09241,0.16665,0.12915,0.01109,0.05835,0.14529,19.1496,1.56219,0.0771,1.6141,0.9265,0.6877,0.0796,-1.127,-0.524,-0.603
41097,103567,Eastern Wash.,Eagles,61,2122806,Isaiah Moses,Senior,G,73,senior_eligibility_review,,,104354,UC Riverside,True,False,False,False,32,32,1070.71,1798.883,565.0,405,148,133,15,82,97,26,3,95,55,0.26828,115.85,119.68,0.52593,0.60094,0.24289,0.01749,0.09762,0.05715,0.01455,0.00323,0.16811,18.7681,2.79081,0.1043,2.9101,2.4361,0.474,0.1087,0.843,1.174,-0.331
41097,103567,Eastern Wash.,Eagles,61,2136420,Emmett Marquardt,Junior,F,81,probable_returner,,,103567,Eastern Wash.,False,False,False,False,30,11,476.82,802.329,164.0,133,22,23,22,61,83,13,14,26,43,0.18,111.77,115.35,0.54511,0.57463,0.08573,0.05726,0.16398,0.10976,0.01634,0.03396,0.15414,14.2781,1.53107,0.1284,0.9529,0.5583,0.3945,0.0799,-2.407,0.09,-2.497
41097,103567,Eastern Wash.,Eagles,61,2284773,Elijah Thomas,Senior,G,78,senior_eligibility_review,,,103567,Eastern Wash.,False,False,False,False,29,3,308.61,519.245,52.0,50,17,10,9,31,40,12,6,9,42,0.10944,98.83,115.42,0.39,0.45217,0.05073,0.03622,0.1283,0.08162,0.02328,0.0227,0.13538,6.8757,-0.1972,-0.0256,0.2814,0.028,0.2533,0.0365,-3.704,-1.096,-2.608
41097,103567,Eastern Wash.,Eagles,61,2550531,Alton Hamilton IV,Junior,F,80,probable_returner,,,,,False,False,False,False,32,22,899.76,1512.553,434.0,274,137,68,73,109,182,25,22,64,81,0.225,124.16,115.87,0.60219,0.64912,0.14909,0.10132,0.15442,0.1276,0.01665,0.02821,0.16069,22.3167,4.67965,0.208,3.2574,2.5543,0.7031,0.1448,2.835,1.719,1.116
41097,103567,Eastern Wash.,Eagles,61,2550534,Johnny Radford,Senior,G,73,senior_eligibility_review,,,,,False,False,False,False,32,11,610.06,1028.449,213.0,176,46,31,10,54,64,17,8,24,42,0.1835,112.14,118.01,0.49716,0.54281,0.0879,0.02047,0.11283,0.06618,0.0167,0.01513,0.10897,12.1684,1.1309,0.0742,1.0761,0.7157,0.3604,0.0706,-0.008,0.117,-0.125
41097,103567,Eastern Wash.,Eagles,61,2550536,Straton Rogers,Senior,G,77,senior_eligibility_review,,,,,False,False,False,False,32,13,700.77,1178.697,173.0,121,41,34,53,89,142,24,3,16,92,0.11246,132.91,115.82,0.60744,0.6223,0.08405,0.09445,0.16189,0.12782,0.02053,0.00494,0.1032,14.4714,0.48931,0.0279,1.9225,1.3718,0.5507,0.1097,-4.404,-1.619,-2.785
41097,103567,Eastern Wash.,Eagles,61,2550537,Cole Scherer,Freshman,G,74,probable_returner,,,,,False,False,False,False,28,12,217.31,364.776,59.0,66,5,12,2,22,24,12,1,10,16,0.1847,90.46,114.34,0.41667,0.43255,0.09492,0.01187,0.12739,0.07035,0.03304,0.00525,0.12788,8.6565,-0.13712,-0.0252,0.0905,-0.1088,0.1993,0.0167,0.702,1.45,-0.748
41097,103577,Elon,Phoenix,16,1705224,Bryson Spell,Senior,F,81,senior_eligibility_review,,,103811,Liberty,True,False,False,False,22,1,155.1,263.258,24.0,31,2,3,10,9,19,0,9,12,34,0.1417,71.85,120.71,0.35484,0.37618,0.0313,0.0742,0.06653,0.07036,0,0.07233,0.27347,0.6852,-0.93886,-0.2421,-0.203,-0.258,0.055,-0.0524,-2.658,-0.658,-2
41097,103577,Elon,Phoenix,16,1705237,Kacper Klaczek,Senior,F,80,senior_eligibility_review,,,103273,UAlbany,True,False,False,False,22,20,630.41,1054.653,247.0,181,50,61,36,98,134,23,22,41,54,0.19474,117.17,112.77,0.59669,0.60837,0.18065,0.06549,0.18038,0.1226,0.02177,0.04197,0.16803,19.5592,3.07057,0.1948,1.8272,1.1548,0.6724,0.1159,2.734,2.254,0.48
41097,103577,Elon,Phoenix,16,1908361,Ja'Juan Carr,Senior,G,74,senior_eligibility_review,,,104372,UNC Pembroke,True,False,False,False,30,29,773.9,1287.38,217.0,187,61,131,29,54,83,17,8,39,43,0.16678,115.89,120.61,0.46257,0.50748,0.30394,0.04261,0.08131,0.06172,0.01319,0.01266,0.15425,14.0354,0.08319,0.0043,1.4865,1.2052,0.2812,0.0768,-0.967,1.597,-2.564
